[PAD]	314
[NULL]	315
155236576991	316
155424270162	317
146779273137	318
147412149333	319
157257382004	320
152387730417	321
158502990714	322
151255675667	323
156617325107	324
109461846144	325
151627046373	326
143045417643	327
150537428570	328
152999350062	329
152688459558	330
154354258483	331
153982959783	332
157423126231	333
154060652079	334
150199290653	335
154616082143	336
155330971385	337
155538421915	338
137753857419	339
151132822690	340
155753249933	341
158706674870	342
155894178716	343
151109114330	344
156680954540	345
157631936842	346
142327001016	347
153255032804	348
154536614597	349
158603196207	350
158434669150	351
148222573610	352
145948059726	353
155902899818	354
152790445382	355
104284621562	356
151597889486	357
156466476955	358
140792855925	359
158520547880	360
164786106468	361
152590751425	362
154014438946	363
150339901679	364
149789563422	365
154105659722	366
158412545190	367
156767741272	368
157779666434	369
155631520469	370
144103241701	371
157289562938	372
156769991672	373
153070922621	374
150739369821	375
157669169689	376
153793019679	377
151597889406	378
155272153855	379
159229694332	380
147367988322	381
153793019719	382
161195684344	383
155096303192	384
133706019806	385
161924343811	386
161998958048	387
159343990507	388
140740594227	389
153869699699	390
156270492921	391
158048638968	392
156018345049	393
141871935493	394
150050266949	395
139060721418	396
154865515400	397
130591466091	398
150999154303	399
151945675349	400
153267368146	401
141077533399	402
144450286507	403
143395185528	404
139758591593	405
144453915333	406
152604543014	407
140678704268	408
146562887740	409
139898929159	410
146418086291	411
152698972317	412
135752402066	413
152275221252	414
146335250351	415
140029675622	416
143007507514	417
141998451787	418
